season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college
2019-01-01,1629638,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,SG,76.25,6' 4.25'',77.5,6' 5.5'',203.8,81.5,6' 9.5'',102.0,8' 6'',5.9,8.5,8.75,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629628,RJ,Barrett,RJ Barrett,SF,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629646,Charles,Bassey,Charles Bassey,C,80.75,6' 8.75'',82.0,6' 10'',239,87.5,7' 3.5'',109.5,9' 1.5'',8.5,9.25,9.5,29.0,33.0,12.65,3.27,3.53,7.0,4-5,4-5,3-5,4-5,3-5,,,,,,2-5,2-5,3-5,2-5,3-5,1-4,1-4,3-4,,,Sin_Dato,23-34,Sin_Dato
2019-01-01,1629647,Darius,Bazley,Darius Bazley,PF,79.75,6' 7.75'',81.0,6' 9'',208.4,84.0,7' 0'',107.0,8' 11'',3.6,9.0,9.75,30.5,37.0,11.09,2.95,3.27,4.0,Sin_Dato,,,,,4-5,2-5,3-5,1-5,1-5,3-5,2-5,4-5,3-5,4-5,2-4,0-4,2-4,,,Sin_Dato,19-31,Sin_Dato
2019-01-01,1629626,Bol,Bol,Bol Bol,C,84.75,7' 0.75'',86.5,7' 2.5'',208,91.0,7' 7'',115.5,9' 7.5'',7.1,9.25,9.5,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629648,Jordan,Bone,Jordan Bone,SG,73.5,6' 1.5'',74.75,6' 2.75'',179,75.25,6' 3.25'',95.0,7' 11'',5.0,7.5,9.25,36.0,42.5,9.97,2.78,3.08,7.0,Sin_Dato,,,,,3-5,4-5,4-5,4-5,5-5,3-5,5-5,5-5,2-5,2-5,3-4,2-4,2-4,,,Sin_Dato,21-34,Sin_Dato
2019-01-01,1628968,Brian,Bowen II,Brian Bowen II,SF,78.25,6' 6.25'',79.5,6' 7.5'',200,82.0,6' 10'',103.0,8' 7'',6.5,8.5,9.75,32.0,35.5,10.98,3.21,3.26,1.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,6-11,Sin_Dato
2019-01-01,1629065,Ky,Bowman,Ky Bowman,PG,73.0,6' 1'',74.25,6' 2.25'',181.2,79.0,6' 7'',98.0,8' 2'',4.9,8.25,9.0,27.5,33.0,11.11,3.11,3.26,4.0,Sin_Dato,,,,,3-5,4-5,4-5,5-5,2-5,4-5,2-5,3-5,2-5,3-5,3-4,3-4,1-4,,,Sin_Dato,23-36,Sin_Dato
2019-01-01,1629649,Ignas,Brazdeikis,Ignas Brazdeikis,SF,77.75,6' 5.75'',79.25,6' 7.25'',220.8,81.25,6' 9.25'',102.0,8' 6'',6.0,8.75,9.5,31.0,36.5,11.06,3.17,3.36,13.0,Sin_Dato,,,,,5-5,4-5,4-5,1-5,3-5,4-5,4-5,2-5,4-5,4-5,1-4,2-4,3-4,,,Sin_Dato,27-32,Sin_Dato
2019-01-01,1629052,O'Shae,Brissett,O'Shae Brissett,SF-PF,79.0,6' 7'',80.0,6' 8'',203.2,84.0,7' 0'',104.0,8' 8'',2.9,9.0,9.5,34.0,37.5,11.3,3.18,3.48,11.0,Sin_Dato,,,,,4-5,5-5,3-5,5-5,1-5,0-5,4-5,4-5,4-5,2-5,2-4,3-4,3-4,4-4,3-4,3-4,8-10,8-10
2019-01-01,1629650,Moses,Brown,Moses Brown,C,85.25,7' 1.25'',86.5,7' 2.5'',237.2,88.75,7' 4.75'',113.0,9' 5'',7.8,9.5,10.25,27.0,31.0,11.95,3.3,3.51,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629634,Brandon,Clarke,Brandon Clarke,SF,79.25,6' 7.25'',80.25,6' 8.25'',207.2,80.25,6' 8.25'',102.0,8' 6'',4.9,8.25,9.5,34.0,40.5,10.61,3.05,3.15,10.0,4-5,4-5,4-5,4-5,2-4,,,,,,2-5,3-5,1-5,3-5,2-5,3-4,2-4,3-4,,,Sin_Dato,20-32,Sin_Dato
2019-01-01,1629651,Nicolas,Claxton,Nicolas Claxton,C,82.0,6' 10'',83.75,6' 11.75'',216.6,86.5,7' 2.5'',110.0,9' 2'',4.5,9.25,9.5,31.5,36.5,11.26,3.47,3.36,8.0,Sin_Dato,,,,,1-5,3-5,5-5,3-5,3-5,2-5,4-5,3-5,2-5,3-5,3-4,3-4,0-4,,,Sin_Dato,9-28,Sin_Dato
2019-01-01,1629076,Tyler,Cook,Tyler Cook,PF,79.25,6' 7.25'',80.75,6' 8.75'',245.4,84.5,7' 0.5'',106.5,8' 10.5'',6.1,9.5,10.75,27.5,32.0,11.32,3.1,3.28,11.0,Sin_Dato,,,,,3-5,4-5,3-5,1-5,3-5,3-5,3-5,2-5,3-5,0-5,0-4,2-4,1-4,,,Sin_Dato,15-30,Sin_Dato
2019-01-01,1629633,Jarrett,Culver,Jarrett Culver,SG,77.25,6' 5.25'',78.75,6' 6.75'',194.2,81.5,6' 9.5'',100.5,8' 4.5'',5.0,8.25,8.5,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629056,Terence,Davis,Terence Davis,SG,75.0,6' 3'',76.5,6' 4.5'',192.4,80.75,6' 8.75'',101.0,8' 5'',4.1,9.25,10.75,29.5,34.0,10.69,2.96,3.28,13.0,Sin_Dato,,,,,5-5,3-5,2-5,3-5,4-5,4-5,3-5,5-5,3-5,4-5,3-4,3-4,2-4,,,Sin_Dato,20-33,Sin_Dato
2019-01-01,1629652,Luguentz,Dort,Luguentz Dort,PG,74.75,6' 2.75'',76.25,6' 4.25'',222.2,80.5,6' 8.5'',99.5,8' 3.5'',5.0,8.5,9.0,32.5,38.0,10.79,3.13,3.22,14.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629653,Devon,Dotson,Devon Dotson,PG,72.0,6' 0'',74.0,6' 2'',178.6,75.25,6' 3.25'',95.5,7' 11.5'',5.9,8.25,9.5,30.0,38.5,10.63,2.8,3.04,7.0,Sin_Dato,,,,,1-5,3-5,3-5,3-5,4-5,4-5,3-5,3-5,2-5,3-5,2-4,3-4,1-4,,,Sin_Dato,22-32,Sin_Dato
2019-01-01,1629654,Carsen,Edwards,Carsen Edwards,PG,70.75,5' 10.75'',72.25,6' 0.25'',199.4,78.0,6' 6'',94.5,7' 10.5'',5.5,8.75,9.0,28.5,34.0,10.53,2.82,3.22,14.0,4-5,4-5,4-5,4-5,5-5,,,,,,4-4,3-5,3-5,3-5,2-5,3-4,3-4,1-4,,,Sin_Dato,21-33,Sin_Dato
2019-01-01,1629605,Tacko,Fall,Tacko Fall,C,89.25,7' 5.25'',91.0,7' 7'',288.8,98.25,8' 2.25'',122.5,10' 2.5'',6.8,10.5,10.5,22.0,26.5,13.01,3.46,3.78,8.0,Sin_Dato,,,,,0-5,1-5,0-5,2-5,1-5,1-5,0-5,1-5,1-5,0-5,2-4,2-4,0-4,,,Sin_Dato,19-32,Sin_Dato
2019-01-01,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,6' 8.75'',82.25,6' 10.25'',237,87.25,7' 3.25'',110.0,9' 2'',5.4,9.25,10.0,29.5,33.5,11.29,3.05,3.21,13.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,22-31,Sin_Dato
2019-01-01,1629655,Daniel,Gafford,Daniel Gafford,PF,81.25,6' 9.25'',82.5,6' 10.5'',237.6,86.5,7' 2.25'',110.0,9' 2'',5.9,9.25,9.25,32.5,36.5,11.61,3.19,3.25,5.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629636,Darius,Garland,Darius Garland,PG,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629656,Quentin,Grimes,Quentin Grimes,SG,76.0,6' 4'',77.25,6' 5.25'',209.6,79.75,6' 7.75'',100.5,8' 4.5'',8.4,8.25,10.0,27.5,36.0,10.83,3.28,3.2,6.0,Sin_Dato,,,,,4-5,2-5,3-5,4-5,3-5,3-5,4-5,2-5,3-5,4-5,3-4,3-4,3-4,3-4,3-4,1-4,6-10,7-10
2019-01-01,1629657,Kyle,Guy,Kyle Guy,SG,72.75,6' 0.75'',74.25,6' 2.25'',167.8,76.5,6' 4.5'',95.5,7' 11.5'',5.7,8.0,8.75,30.5,36.5,10.48,3.07,3.27,4.0,Sin_Dato,,,,,4-5,5-5,2-5,5-5,4-5,4-5,4-5,3-5,5-5,4-5,2-4,2-4,4-4,,,Sin_Dato,23-39,Sin_Dato
2019-01-01,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,6' 1.5'',75.0,6' 3'',180.4,77.5,6' 5.5'',97.0,8' 1'',5.1,8.0,8.25,33.0,41.5,10.73,3.03,3.12,6.0,Sin_Dato,,,,,3-5,4-5,3-5,4-5,3-5,2-5,2-5,4-5,4-5,3-5,,,,3-4,2-4,1-4,22-32,Sin_Dato
2019-01-01,1629607,Jared,Harper,Jared Harper,PG,69.75,5' 9.75'',71.0,5' 11'',169.2,77.5,6' 5.5'',94.0,7' 10'',3.9,8.25,9.5,33.5,40.5,10.77,3.02,3.04,8.0,Sin_Dato,,,,,4-5,5-5,4-5,3-5,5-5,5-5,4-5,4-5,4-5,4-5,0-4,2-4,2-4,,,Sin_Dato,17-30,Sin_Dato
2019-01-01,1629637,Jaxson,Hayes,Jaxson Hayes,PF,82.25,6' 10.25'',83.5,6' 11.5'',218.6,87.5,7' 3.5'',110.5,9' 2.5'',5.0,9.25,10.5,27.0,34.5,11.74,3.23,3.37,5.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629608,Dewan,Hernandez,Dewan Hernandez,C,81.0,6' 9'',82.25,6' 10.25'',232.8,85.75,7' 1.75'',107.0,8' 11'',6.1,9.5,10.25,30.5,35.5,11.46,3.25,3.28,13.0,Sin_Dato,,,,,3-5,3-5,1-5,2-5,4-5,3-5,1-5,3-5,4-5,2-5,3-4,2-4,3-4,3-4,2-4,2-4,5-12,8-12
2019-01-01,1629639,Tyler,Herro,Tyler Herro,SG,76.5,6' 4.5'',78.0,6' 6'',192.4,75.25,6' 3.25'',100.5,8' 4.5'',7.1,8.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629658,Jalen,Hoard,Jalen Hoard,PF,79.25,6' 7.25'',81.0,6' 9'',212.6,84.75,7' 0.75'',105.5,8' 9.5'',6.7,8.75,9.75,27.5,35.5,11.44,3.32,3.34,8.0,Sin_Dato,,,,,2-5,1-5,3-5,4-5,0-5,4-5,3-5,2-5,2-5,3-5,3-4,2-4,1-4,,,Sin_Dato,19-30,Sin_Dato
2019-01-01,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,SG,74.5,6' 2.5'',76.0,6' 4'',235.4,85.25,7' 1.25'',103.0,8' 7'',8.4,9.5,9.75,26.0,34.5,11.34,3.43,3.34,10.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629631,De'Andre,Hunter,De'Andre Hunter,,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629610,DaQuan,Jeffries,DaQuan Jeffries,SF-PF,76.0,6' 4'',77.0,6' 5'',215.6,83.25,6' 11.25'',104.0,8' 8'',3.9,9.5,10.25,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,4-6,5-6,3-4,5-5,4-5,3-5,4-6,2-6,3-5,4-5,2-4,3-4,1-4,,,Sin_Dato,17-31,Sin_Dato
2019-01-01,1629660,Ty,Jerome,Ty Jerome,PG,76.25,6' 4.25'',77.5,6' 5.5'',194.4,76.0,6' 4'',98.0,8' 2'',6.5,8.25,9.5,26.0,31.5,11.21,3.12,3.4,2.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629640,Keldon,Johnson,Keldon Johnson,SG,76.75,6' 4.75'',78.0,6' 6'',216.4,81.25,6' 9.25'',104.0,8' 8'',5.6,8.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629661,Cameron,Johnson,Cameron Johnson,SG,79.0,6' 7'',80.5,6' 8.5'',205.2,82.0,6' 10'',103.0,8' 7'',5.8,8.0,8.5,30.5,36.5,10.52,3.28,3.26,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,PF,80.75,6' 8.75'',82.25,6' 10.25'',256.2,87.0,7' 3'',109.5,9' 1.5'',5.1,9.25,10.75,28.0,35.5,11.21,3.3,3.25,6.0,2-3,5-5,3-5,2-5,4-5,,,,,,5-5,4-5,2-5,3-5,3-5,1-4,2-4,4-4,,,Sin_Dato,22-32,Sin_Dato
2019-01-01,1629663,Louis,King,Louis King,SF,78.75,6' 6.75'',80.0,6' 8'',195.2,84.25,7' 0.25'',104.5,8' 8.5'',4.8,8.0,8.5,29.0,33.0,10.99,3.05,3.28,0.0,Sin_Dato,,,,,3-5,5-5,3-5,3-5,3-5,4-5,2-5,2-5,3-5,3-5,3-4,2-4,3-4,,,Sin_Dato,20-29,Sin_Dato
2019-01-01,1629641,Romeo,Langford,Romeo Langford,SG,76.5,6' 4.5'',78.0,6' 6'',Sin_Dato,83.0,6' 11'',103.0,8' 7'',Sin_Dato,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629664,Dedric,Lawson,Dedric Lawson,PF,79.0,6' 7'',80.5,6' 8.5'',233,86.25,7' 2.25'',107.5,8' 11.5'',8.9,9.75,9.75,23.5,26.0,11.8,3.54,3.6,10.0,Sin_Dato,,,,,1-5,5-5,4-5,1-5,5-5,2-5,1-5,3-5,2-5,2-5,,,,3-4,1-4,2-4,21-31,Sin_Dato
2019-01-01,1629665,Jalen,Lecque,Jalen Lecque,PG,74.5,6' 2.5'',76.25,6' 4.25'',185.2,80.5,6' 8.5'',98.5,8' 2.5'',4.0,8.75,8.5,35.0,43.0,11.09,3.3,3.29,1.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629642,Nassir,Little,Nassir Little,SF,76.5,6' 4.5'',78.0,6' 6'',224.2,85.25,7' 1.25'',104.5,8' 8.5'',5.9,8.75,10.0,31.0,38.5,12.15,3.1,3.24,5.0,Sin_Dato,5-5,2-5,3-5,5-5,,,,,,4-5,3-5,4-5,1-5,2-5,0-4,2-4,2-4,,,Sin_Dato,8-10,6-9
2019-01-01,1629611,Terance,Mann,Terance Mann,SG-SF,76.75,6' 4.75'',78.5,6' 6.5'',204.6,79.75,6' 7.75'',101.0,8' 5'',4.0,9.5,9.25,32.5,38.5,11.51,3.14,3.3,6.0,Sin_Dato,,,,,2-5,5-5,3-5,3-5,4-5,2-5,1-5,1-5,2-5,4-5,1-4,3-4,2-4,,,Sin_Dato,20-31,Sin_Dato
2019-01-01,1628998,Cody,Martin,Cody Martin,PG-SG,76.75,6' 4.75'',77.5,6' 5.5'',192.2,82.25,6' 10.25'',102.5,8' 6.5'',5.0,8.25,9.0,28.0,35.5,10.44,2.99,3.32,7.0,Sin_Dato,,,,,3-5,4-5,4-5,3-5,3-5,2-5,3-5,4-5,4-5,3-5,2-4,3-4,2-4,,,Sin_Dato,18-31,Sin_Dato
2019-01-01,1629666,Charles,Matthews,Charles Matthews,SG,77.0,6' 5'',78.25,6' 6.25'',194.8,81.5,6' 9.5'',103.0,8' 7'',3.8,8.5,8.75,29.5,37.5,11.26,3.24,3.38,9.0,Sin_Dato,,,,,0-5,3-5,4-6,4-6,4-5,1-5,2-5,2-5,2-5,1-5,1-4,1-4,2-4,,,Sin_Dato,17-28,Sin_Dato
2019-01-01,1629667,Jalen,McDaniels,Jalen McDaniels,SF,80.25,6' 8.25'',81.75,6' 9.75'',191.6,84.25,7' 0.25'',105.5,8' 9.5'',5.7,9.0,10.0,29.5,33.5,11.54,3.23,3.32,0.0,Sin_Dato,,,,,4-5,3-6,4-5,1-5,3-5,2-5,5-6,2-5,3-6,1-5,3-4,2-4,2-4,,,Sin_Dato,20-30,Sin_Dato
2019-01-01,1629630,Ja,Morant,Ja Morant,PG,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629668,Zach,Norvell Jr.,Zach Norvell Jr.,SG,76.5,6' 4.5'',77.5,6' 5.5'',206.4,78.0,6' 6'',101.0,8' 5'',7.5,8.5,9.5,24.0,30.0,11.6,3.34,3.43,0.0,Sin_Dato,,,,,3-5,2-5,2-5,4-5,3-5,2-5,5-5,2-5,5-5,5-5,,,,3-4,2-4,1-4,23-32,Sin_Dato
2019-01-01,1629669,Jaylen,Nowell,Jaylen Nowell,SG,75.25,6' 3.25'',76.25,6' 4.25'',202.4,79.25,6' 7.25'',98.0,8' 2'',6.1,8.25,8.5,32.0,38.5,10.76,3.13,3.23,2.0,Sin_Dato,,,,,2-4,1-5,5-5,3-5,4-5,2-4,2-5,3-5,2-5,0-5,3-4,3-4,3-4,,,Sin_Dato,24-29,Sin_Dato
2019-01-01,1629670,Jordan,Nwora,Jordan Nwora,PF,77.75,6' 5.75'',79.5,6' 7.5'',220,82.5,6' 10.5'',103.0,8' 7'',7.8,8.5,9.25,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629643,Chuma,Okeke,Chuma Okeke,,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,0.0,Sin_Dato,0.0,Sin_Dato,Sin_Dato,Sin_Dato,Sin_Dato,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629644,KZ,Okpala,KZ Okpala,SF,79.25,6' 7.25'',81.5,6' 9.5'',209.6,85.75,7' 1.75'',106.5,8' 10.5'',4.6,9.25,9.25,30.5,37.0,10.88,3.13,3.38,9.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629671,Miye,Oni,Miye Oni,SG,76.25,6' 4.25'',77.75,6' 5.75'',205.6,82.75,6' 10.75'',100.5,8' 4.5'',4.9,9.0,10.0,30.5,38.5,11.71,3.12,3.17,19.0,Sin_Dato,,,,,4-5,3-5,4-5,5-5,3-5,2-5,1-5,5-5,3-5,4-5,4-4,3-4,2-4,,,Sin_Dato,19-31,Sin_Dato
2019-01-01,1629672,Eric,Paschall,Eric Paschall,SF,78.0,6' 6'',79.25,6' 7.25'',254.4,87.75,6' 11.75'',103.5,8' 7.5'',6.3,9.0,9.5,33.0,38.0,11.63,3.26,3.3,18.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629617,Reggie,Perry,Reggie Perry,SF-PF,80.0,6' 8'',81.25,6' 9.25'',250.8,84.5,7' 0.5'',106.0,8' 10'',6.7,9.0,10.0,28.5,31.5,12.46,3.4,3.3,15.0,Sin_Dato,,,,,4-5,1-5,3-5,2-5,2-5,1-5,4-5,2-5,2-5,4-5,3-4,1-4,4-4,,,Sin_Dato,10-28,Sin_Dato
2019-01-01,1629044,Shamorie,Ponds,Shamorie Ponds,PG,71.5,5' 11.5'',72.5,6' 0.5'',180,75.5,6' 3.5'',96.5,8' 0.5'',9.8,7.75,8.0,29.0,37.0,11.01,3.07,3.2,0.0,Sin_Dato,,,,,1-5,2-5,4-5,5-5,3-5,2-5,1-5,5-5,4-5,4-5,1-4,3-4,3-4,,,Sin_Dato,25-36,Sin_Dato
2019-01-01,1629673,Jordan,Poole,Jordan Poole,SG,75.5,6' 3.5'',77.5,6' 5.5'',190.8,78.75,6' 6.75'',99.5,8' 3.5'',7.5,8.25,8.5,28.0,35.5,10.59,3.14,3.27,0.0,3-5,5-5,3-5,5-5,2-5,,,,,,3-5,4-5,4-5,4-5,5-5,1-4,1-4,3-4,,,Sin_Dato,23-34,Sin_Dato
2019-01-01,1629007,Jontay,Porter,Jontay Porter,PF,81.75,6' 9.75'',83.0,6' 11'',210.4,84.0,7' 0'',109.5,9' 1.5'',8.5,8.75,9.5,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629645,Kevin,Porter Jr.,Kevin Porter Jr.,SG,76.0,6' 4'',77.5,6' 5.5'',212.6,81.0,6' 9'',103.0,8' 7'',5.1,8.75,8.75,27.0,34.0,10.82,3.03,3.14,2.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629674,Neemias,Queta,Neemias Queta,C,82.75,6' 10.75'',84.25,7' 0.25'',225.8,88.25,7' 4.25'',111.5,9' 3.5'',6.3,9.5,11.0,24.0,32.5,12.04,3.45,3.73,1.0,Sin_Dato,,,,,1-5,4-5,5-5,3-5,4-5,2-5,3-5,4-5,4-5,3-5,2-4,2-4,3-4,,,Sin_Dato,16-26,Sin_Dato
2019-01-01,1629629,Cameron,Reddish,Cameron Reddish,SF,78.5,6' 6.5'',80.0,6' 8'',207.8,84.5,7' 0.5'',105.5,8' 9.5'',4.7,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
2019-01-01,1629675,Naz,Reid,Naz Reid,PF,80.25,6' 8.75'',81.5,6' 9.5'',255.8,87.25,7' 3.25'',109.0,9' 1'',14.0,9.5,9.25,26.0,32.5,12.03,3.76,3.42,3.0,3-5,2-5,3-5,3-5,3-5,,,,,,3-4,2-5,2-5,4-5,2-5,2-4,3-4,1-4,,,Sin_Dato,16-32,Sin_Dato
2019-01-01,1629676,Isaiah,Roby,Isaiah Roby,PF,79.25,6' 7.25'',80.5,6' 8.5'',214,85.0,7' 1'',106.0,8' 10'',3.9,9.0,10.5,32.5,35.5,10.63,3.05,3.25,9.0,4-5,3-5,5-5,5-5,3-5,,,,,,3-5,3-5,5-5,2-5,4-5,3-4,3-4,3-4,,,Sin_Dato,20-34,Sin_Dato
2019-01-01,1629677,Luka,Samanic,Luka Samanic,PF,81.5,6' 9.5'',83.0,6' 11'',227.2,82.5,6' 10.5'',107.0,8' 11'',5.6,8.5,9.0,27.0,38.0,11.01,3.03,3.27,7.0,Sin_Dato,,,,,4-5,2-5,3-5,1-5,1-5,2-5,2-5,3-5,3-5,4-5,3-4,3-4,0-4,,,Sin_Dato,4-11,Sin_Dato
2019-01-01,1629678,Admiral,Schofield,Admiral Schofield,SF,76.0,6' 4'',77.25,6' 5.25'',240.6,81.75,6' 9.75'',102.5,8' 6.5'',6.8,8.75,9.0,30.0,34.0,10.77,2.87,3.37,15.0,Sin_Dato,,,,,,,,,,,,,,,,,,,,Sin_Dato,Sin_Dato,Sin_Dato
